country,country_code,year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,region
Morocco,MAR,1994,42.0,71.0,46.0,Africa
Morocco,MAR,2004,52.0,81.0,60.0,Africa
Morocco,MAR,2008,55.0,86.0,70.0,Africa
Morocco,MAR,2009,56.0,87.0,72.0,Africa
Morocco,MAR,2011,67.0,89.0,74.0,Africa
Morocco,MAR,2012,69.0,94.0,88.0,Africa
Morocco,MAR,2014,76.0,,,
Mozambique,MOZ,1997,39.0,59.0,37.0,Africa
Mozambique,MOZ,2003,48.0,74.0,50.0,Africa
Mozambique,MOZ,2009,51.0,80.0,57.0,Africa
Mozambique,MOZ,2015,56.0,79.0,63.0,Africa
Mozambique,MOZ,2017,61.0,77.0,65.0,Africa
Mozambique,MOZ,2020,60.0,76.0,65.0,Africa
Myanmar,MMR,2000,90.0,96.0,93.0,Asia
Myanmar,MMR,2014,90.0,94.0,94.0,Asia
Myanmar,MMR,2016,,91.15811,89.64611,Asia
Myanmar,MMR,2019,89.0,95.0,96.0,Asia
Namibia,NAM,1991,76.0,86.0,90.0,Africa
Namibia,NAM,2000,,88.26,90.65,Africa
Namibia,NAM,2001,85.0,91.0,94.0,Africa
Namibia,NAM,2007,,88.77,93.54,Africa
Namibia,NAM,2011,88.0,93.0,95.0,Africa
Namibia,NAM,2013,,92.08,96.09,Africa
Nauru,NRU,2023,96.58654,,,
Nepal,NPL,1991,33.0,68.0,33.0,Asia
Nepal,NPL,2001,49.0,81.0,60.0,Asia
Nepal,NPL,2006,,94.24,75.51,Asia
Nepal,NPL,2011,60.0,90.0,80.0,Asia
Nepal,NPL,2016,65.50101,94.43616,84.58498,Asia
Nepal,NPL,2019,68.7125,96.80686,92.07302,Asia
Nepal,NPL,2022,,97.16,89.2,Asia
New Caledonia,NCL,1996,96.0,99.0,99.0,Oceania
Nicaragua,NIC,2001,77.0,85.3,89.4,North America
Nicaragua,NIC,2005,78.0,89.4,92.7,North America
Nicaragua,NIC,2009,,92.6,94.8,North America
Nicaragua,NIC,2014,,94.1,96.6,North America
Niger,NER,2001,14.0,26.0,14.0,Africa
Niger,NER,2005,29.0,52.0,23.0,Africa
Niger,NER,2006,,33.02,11.17,Africa
Niger,NER,2012,31.0,49.0,32.0,Africa
Niger,NER,2018,33.04745,56.88975,36.36699,Africa
Niger,NER,2022,35.60971,63.96316,44.7403,Africa
Nigeria,NGA,1991,55.0,81.0,62.0,Africa
Nigeria,NGA,2003,55.0,78.0,61.0,Africa
Nigeria,NGA,2006,70.0,83.0,75.0,Africa
Nigeria,NGA,2008,,78.5,51.6,Africa
Nigeria,NGA,2013,,86.17,70.75,Africa
Nigeria,NGA,2016,58.22134,78.43424,67.12351,Africa
Nigeria,NGA,2018,,71.80612,60.39587,Africa
Nigeria,NGA,2021,63.15554,77.77638,69.04957,Africa
North America (WB),,2003,98.61992,99.62593,99.54726,
North America (WB),,2004,98.63156,99.62974,99.54986,
North America (WB),,2005,98.64237,99.63311,99.55087,
North America (WB),,2006,98.65695,99.63755,99.55211,
North America (WB),,2007,98.66643,99.63883,99.55438,
North America (WB),,2008,98.68658,99.6403,99.55452,
North America (WB),,2017,98.75348,99.6591,99.56526,
North America (WB),,2018,98.75979,99.66024,99.56524,
North America (WB),,2019,98.76517,99.66159,99.56584,
North America (WB),,2020,98.77029,99.66034,99.56623,
North America (WB),,2021,98.77717,99.66233,99.56689,
North America (WB),,2022,98.77941,99.66295,99.567,
North Korea,PRK,2008,100.0,100.0,100.0,Asia
North Macedonia,MKD,1994,94.0,99.0,99.0,Europe
North Macedonia,MKD,2002,96.0,99.0,98.0,Europe
Northern Africa and Western Asia (SDG),,1990,64.19637,86.77123,72.29262,
Northern Africa and Western Asia (SDG),,1991,65.00349,87.62791,73.40488,
Northern Africa and Western Asia (SDG),,1992,65.77178,88.09057,74.42594,
Northern Africa and Western Asia (SDG),,1993,66.33577,88.13447,73.79197,
Northern Africa and Western Asia (SDG),,1994,67.05767,88.44629,74.7156,
Northern Africa and Western Asia (SDG),,1995,67.79916,88.81908,75.68437,
Northern Africa and Western Asia (SDG),,1996,68.66977,89.17943,76.75329,
Northern Africa and Western Asia (SDG),,1997,69.50703,89.49842,77.78434,
Northern Africa and Western Asia (SDG),,1998,70.41439,89.68784,78.69692,
Northern Africa and Western Asia (SDG),,1999,71.24101,89.90529,79.65437,
Northern Africa and Western Asia (SDG),,2000,72.16486,90.36577,80.47546,
Northern Africa and Western Asia (SDG),,2001,73.03478,90.72356,81.42355,
Northern Africa and Western Asia (SDG),,2002,73.83571,90.98169,82.30246,
Northern Africa and Western Asia (SDG),,2003,75.93867,92.36484,82.6261,
Northern Africa and Western Asia (SDG),,2004,76.60167,92.53676,83.45652,
Northern Africa and Western Asia (SDG),,2005,77.18137,92.72336,84.12263,
Northern Africa and Western Asia (SDG),,2006,75.35314,90.81431,83.61319,
Northern Africa and Western Asia (SDG),,2007,76.0082,91.32681,84.49342,
Northern Africa and Western Asia (SDG),,2008,76.72649,91.77027,85.2762,
Northern Africa and Western Asia (SDG),,2009,76.07653,90.00552,83.06166,
Northern Africa and Western Asia (SDG),,2010,76.8703,90.27802,83.64832,
Northern Africa and Western Asia (SDG),,2011,78.47644,90.83069,84.23535,
Northern Africa and Western Asia (SDG),,2012,79.18889,91.40776,85.4149,
Northern Africa and Western Asia (SDG),,2013,79.80632,91.66172,86.49718,
Northern Africa and Western Asia (SDG),,2014,80.18829,91.6782,86.83956,
Northern Africa and Western Asia (SDG),,2015,80.74607,91.68989,87.19533,
Northern Africa and Western Asia (SDG),,2016,79.70249,90.51795,86.01057,
Northern Africa and Western Asia (SDG),,2017,80.08974,90.6555,86.46706,
Northern Africa and Western Asia (SDG),,2018,80.34868,90.74045,86.80387,
Northern Africa and Western Asia (SDG),,2019,80.59253,90.84184,87.07572,
Northern Africa and Western Asia (SDG),,2020,80.83071,90.97112,87.32796,
Northern Africa and Western Asia (SDG),,2021,81.11396,91.14234,87.58399,
Northern Africa and Western Asia (SDG),,2022,81.32228,91.21332,87.76496,
Northern Africa and Western Asia (SDG),,2023,81.52536,91.25193,87.87527,
Oceania (excluding Australia and New Zealand) (SDG),,1994,63.83721,77.99778,69.92531,
Oceania (excluding Australia and New Zealand) (SDG),,1995,63.73516,77.93086,69.80773,
Oceania (excluding Australia and New Zealand) (SDG),,1996,64.12549,77.80159,70.52277,
Oceania (excluding Australia and New Zealand) (SDG),,1997,64.51518,77.57193,71.17595,
Oceania (excluding Australia and New Zealand) (SDG),,1998,64.89708,77.23113,71.75108,
Oceania (excluding Australia and New Zealand) (SDG),,1999,65.18096,76.60148,72.01319,
Oceania (excluding Australia and New Zealand) (SDG),,2000,65.35132,75.68379,71.95756,
Oceania (excluding Australia and New Zealand) (SDG),,2001,65.67382,75.20317,72.38272,
Oceania (excluding Australia and New Zealand) (SDG),,2002,65.98396,74.65344,72.7736,
Oceania (excluding Australia and New Zealand) (SDG),,2003,66.2849,74.06713,73.14567,
Oceania (excluding Australia and New Zealand) (SDG),,2004,66.58231,73.51779,73.54148,
Oceania (excluding Australia and New Zealand) (SDG),,2005,66.86126,72.99228,73.94499,
Oceania (excluding Australia and New Zealand) (SDG),,2006,67.13211,72.42972,74.27674,
Oceania (excluding Australia and New Zealand) (SDG),,2007,67.3978,71.91764,74.65142,
Oceania (excluding Australia and New Zealand) (SDG),,2008,67.65311,71.43784,75.06341,
Oceania (excluding Australia and New Zealand) (SDG),,2009,67.89148,71.16369,75.7507,
Oceania (excluding Australia and New Zealand) (SDG),,2010,68.12718,71.10046,76.70676,
Oceania (excluding Australia and New Zealand) (SDG),,2011,68.01376,70.99472,76.65435,
Oceania (excluding Australia and New Zealand) (SDG),,2012,67.90237,70.90169,76.61355,
Oceania (excluding Australia and New Zealand) (SDG),,2013,67.79107,70.80942,76.57255,
Oceania (excluding Australia and New Zealand) (SDG),,2014,,70.69678,76.51877,
Oceania (excluding Australia and New Zealand) (SDG),,2016,,70.49173,76.40004,
Oceania (excluding Australia and New Zealand) (SDG),,2017,67.29137,70.40302,76.33891,
Oceania (excluding Australia and New Zealand) (SDG),,2018,67.18698,70.31829,76.28157,
Oceania (excluding Australia and New Zealand) (SDG),,2019,67.08638,70.24382,76.2324,
Oceania (excluding Australia and New Zealand) (SDG),,2020,66.98972,70.17836,76.19174,
Oceania (excluding Australia and New Zealand) (SDG),,2021,66.96753,70.16173,76.17388,
Oman,OMN,2003,66.0,66.0,85.0,Asia
Oman,OMN,2008,87.0,98.0,98.0,Asia
Oman,OMN,2010,87.0,97.0,98.0,Asia
Oman,OMN,2015,93.0,99.0,99.0,Asia
Oman,OMN,2017,96.0,98.0,99.0,Asia
Oman,OMN,2018,96.0,98.0,99.0,Asia
Oman,OMN,2020,97.0,100.0,100.0,Asia
Oman,OMN,2022,97.0,100.0,100.0,Asia
Pakistan,PAK,1998,43.0,67.0,43.0,Asia
Pakistan,PAK,2005,50.0,77.0,53.0,Asia
Pakistan,PAK,2006,54.0,79.0,58.0,Asia
Pakistan,PAK,2007,52.0,75.0,57.0,Asia
Pakistan,PAK,2008,56.0,79.0,61.0,Asia
Pakistan,PAK,2009,55.0,79.0,61.0,Asia
Pakistan,PAK,2010,55.0,80.0,62.0,Asia
Pakistan,PAK,2011,55.0,78.0,63.0,Asia
Pakistan,PAK,2012,57.0,80.0,64.0,Asia
Pakistan,PAK,2013,56.0,79.0,63.0,Asia
Pakistan,PAK,2014,57.0,80.0,66.0,Asia
Pakistan,PAK,2017,59.0,81.0,68.0,Asia
Pakistan,PAK,2018,57.0,80.0,64.0,Asia
Pakistan,PAK,2019,58.0,80.0,65.0,Asia
Pakistan,PAK,2021,58.8561,79.45763,66.52292,Asia
Palau,PLW,2013,100.0,100.0,100.0,Oceania
Palau,PLW,2015,97.0,98.0,99.0,Oceania
Palestine,PSE,1997,86.0,97.0,97.0,Asia
Palestine,PSE,2004,92.0,99.0,99.0,Asia
Palestine,PSE,2006,93.0,99.0,99.0,Asia
Palestine,PSE,2007,94.0,99.0,99.0,Asia
Palestine,PSE,2008,94.0,99.0,99.0,Asia
Palestine,PSE,2009,94.0,99.0,99.0,Asia
Palestine,PSE,2010,95.0,99.0,99.0,Asia
Palestine,PSE,2011,95.0,99.0,99.0,Asia
Palestine,PSE,2012,96.0,99.0,99.0,Asia
Palestine,PSE,2013,96.0,99.0,99.0,Asia
Palestine,PSE,2014,96.0,99.0,99.0,Asia
Palestine,PSE,2015,96.0,99.0,99.0,Asia
Palestine,PSE,2016,97.0,99.0,99.0,Asia
Palestine,PSE,2017,97.0,99.0,99.0,Asia
Palestine,PSE,2018,97.0,99.0,99.0,Asia
Palestine,PSE,2019,97.0,99.0,99.0,Asia
Palestine,PSE,2020,98.0,99.0,99.0,Asia
Palestine,PSE,2022,98.0,99.0,99.0,Asia
Panama,PAN,1990,89.0,95.0,95.0,North America
Panama,PAN,2000,92.0,97.0,96.0,North America
Panama,PAN,2010,94.0,98.0,97.0,North America
Panama,PAN,2014,,98.4,97.6,North America
Panama,PAN,2015,,98.4,98.1,North America
Panama,PAN,2016,,99.1,98.4,North America
Panama,PAN,2017,,99.3,98.8,North America
Panama,PAN,2018,95.0,99.3,98.9,North America
Panama,PAN,2019,96.0,98.9,98.9,North America
Panama,PAN,2021,,99.3,99.2,North America
Panama,PAN,2022,,99.4,99.3,North America
Panama,PAN,2023,,98.8,98.9,North America
Papua New Guinea,PNG,2000,57.0,69.0,64.0,Oceania
Papua New Guinea,PNG,2017,70.06368,87.25939,78.08662,Oceania
Paraguay,PRY,1992,90.0,96.0,95.0,South America
Paraguay,PRY,2001,,95.7,95.6,South America
Paraguay,PRY,2002,,97.6,97.3,South America
Paraguay,PRY,2003,,97.3,97.5,South America
Paraguay,PRY,2004,,97.3,97.2,South America
Paraguay,PRY,2005,,97.6,98.1,South America
Paraguay,PRY,2006,,98.4,97.9,South America
Paraguay,PRY,2007,95.0,98.6,98.8,South America
Paraguay,PRY,2008,93.0,97.6,98.2,South America
Paraguay,PRY,2009,94.0,98.0,99.0,South America
Paraguay,PRY,2010,94.0,98.5,98.6,South America
Paraguay,PRY,2011,,98.3,98.7,South America
Paraguay,PRY,2012,94.0,98.3,98.1,South America
Paraguay,PRY,2013,95.0,98.6,99.2,South America
Paraguay,PRY,2014,95.0,99.0,98.5,South America
Paraguay,PRY,2015,96.0,98.4,99.0,South America
Paraguay,PRY,2016,95.0,98.2,98.7,South America
Paraguay,PRY,2017,,97.7,98.9,South America
Paraguay,PRY,2018,94.0,97.7,98.9,South America
Paraguay,PRY,2019,93.0,98.0,98.7,South America
Paraguay,PRY,2020,95.0,98.6,98.7,South America
Paraguay,PRY,2021,,98.1,99.2,South America
Paraguay,PRY,2022,,98.5,98.8,South America
Paraguay,PRY,2023,,98.8,99.0,South America
Peru,PER,1993,87.0,97.0,94.0,South America
Peru,PER,2000,,99.1,96.1,South America
Peru,PER,2001,,98.2,96.1,South America
Peru,PER,2002,,97.6,95.9,South America
Peru,PER,2003,,97.6,96.0,South America
Peru,PER,2004,88.0,98.4,96.3,South America
Peru,PER,2005,88.0,98.1,96.8,South America
Peru,PER,2006,89.0,98.6,97.3,South America
Peru,PER,2007,90.0,98.1,97.0,South America
Peru,PER,2008,,98.2,97.5,South America
Peru,PER,2009,,98.7,97.9,South America
Peru,PER,2010,,98.6,98.0,South America
Peru,PER,2011,,98.6,98.3,South America
Peru,PER,2012,94.0,98.7,98.7,South America
Peru,PER,2013,,98.9,98.9,South America
Peru,PER,2014,94.0,99.2,98.8,South America
Peru,PER,2015,94.0,99.3,98.8,South America
Peru,PER,2016,94.0,99.1,98.8,South America
Peru,PER,2017,94.0,99.3,98.9,South America
Peru,PER,2018,94.0,99.1,99.0,South America
Peru,PER,2019,,99.1,99.1,South America
Peru,PER,2020,94.0,99.6,99.4,South America
Peru,PER,2021,,99.1,99.2,South America
Peru,PER,2022,,99.3,99.3,South America
Peru,PER,2023,,99.3,99.4,South America
Philippines,PHL,1990,94.0,96.0,97.0,Asia
Philippines,PHL,1994,94.0,96.0,96.0,Asia
Philippines,PHL,2000,93.0,94.0,96.0,Asia
Philippines,PHL,2003,93.0,94.0,97.0,Asia
Philippines,PHL,2008,95.0,97.0,98.0,Asia
Philippines,PHL,2013,96.0,97.0,99.0,Asia
Philippines,PHL,2015,98.0,99.0,99.0,Asia
Philippines,PHL,2017,,100.0,100.0,Asia
Philippines,PHL,2019,96.0,98.0,99.0,Asia
Philippines,PHL,2020,98.0,99.0,99.0,Asia
Philippines,PHL,2022,,100.0,99.51506,Asia
Portugal,PRT,1991,88.0,99.0,99.0,Europe
Portugal,PRT,2011,94.0,99.0,99.0,Europe
Puerto Rico,PRI,1990,90.0,92.0,94.0,North America
Puerto Rico,PRI,2010,92.0,99.0,99.0,North America
Puerto Rico,PRI,2017,92.0,92.0,92.0,North America
Qatar,QAT,1997,83.0,94.0,96.0,Asia
Qatar,QAT,2004,89.0,95.0,98.0,Asia
Qatar,QAT,2007,93.0,99.0,99.0,Asia
Qatar,QAT,2008,94.0,95.0,97.0,Asia
Qatar,QAT,2009,95.0,98.0,98.0,Asia
Qatar,QAT,2010,96.0,96.0,98.0,Asia
Qatar,QAT,2011,96.0,98.0,99.0,Asia
Qatar,QAT,2012,97.0,99.0,100.0,Asia
Qatar,QAT,2013,97.0,99.0,99.0,Asia
Qatar,QAT,2014,98.0,98.0,100.0,Asia
Romania,ROU,1992,97.0,99.0,99.0,Europe
Romania,ROU,2002,97.0,98.0,98.0,Europe
Romania,ROU,2011,99.0,99.0,99.0,Europe
Romania,ROU,2021,99.0,100.0,100.0,Europe
Russia,RUS,2002,99.0,100.0,100.0,Europe
Russia,RUS,2010,100.0,100.0,100.0,Europe
Russia,RUS,2021,100.0,100.0,100.0,Europe
Rwanda,RWA,1991,58.0,,,
Rwanda,RWA,2000,65.0,79.0,77.0,Africa
Rwanda,RWA,2005,,72.72,68.21,Africa
Rwanda,RWA,2010,,80.31,80.06,Africa
Rwanda,RWA,2012,68.0,81.0,83.0,Africa
Rwanda,RWA,2014,71.0,84.0,86.0,Africa
Rwanda,RWA,2015,,87.92002,89.17011,Africa
Rwanda,RWA,2018,73.0,84.0,89.0,Africa
Rwanda,RWA,2020,80.05086,90.36046,92.69652,Africa
Rwanda,RWA,2022,79.0,88.0,92.0,Africa
Saint Helena,SHN,1998,97.0,99.0,100.0,Africa
Saint Lucia,LCA,2012,,100.0,99.96,North America
Samoa,WSM,1991,98.0,99.0,99.0,Oceania
Samoa,WSM,2011,99.0,99.0,99.0,Oceania
Samoa,WSM,2016,99.0,100.0,100.0,Oceania
Samoa,WSM,2019,97.99026,98.54096,99.55731,Oceania
San Marino,SMR,2022,100.0,100.0,100.0,Europe
Sao Tome and Principe,STP,1991,73.0,96.0,92.0,Africa
Sao Tome and Principe,STP,2001,85.0,96.0,95.0,Africa
Sao Tome and Principe,STP,2012,90.0,97.0,96.0,Africa
Sao Tome and Principe,STP,2019,87.43846,95.85022,95.07206,Africa
Saudi Arabia,SAU,1992,71.0,94.0,81.0,Asia
Saudi Arabia,SAU,2000,79.0,98.0,94.0,Asia
Saudi Arabia,SAU,2004,83.0,97.0,95.0,Asia
Saudi Arabia,SAU,2013,94.0,99.0,99.0,Asia
Saudi Arabia,SAU,2017,95.0,99.0,99.0,Asia
Saudi Arabia,SAU,2020,98.0,100.0,99.0,Asia
Senegal,SEN,2002,39.0,58.0,41.0,Africa
Senegal,SEN,2005,,57.43,34.01,Africa
Senegal,SEN,2006,42.0,58.0,45.0,Africa
Senegal,SEN,2009,48.0,72.0,55.0,Africa
Senegal,SEN,2011,52.0,74.0,59.0,Africa
Senegal,SEN,2013,44.0,63.0,51.0,Africa
Senegal,SEN,2014,,63.45,51.06,Africa
Senegal,SEN,2015,43.59273,65.78748,56.87536,Africa
Senegal,SEN,2016,46.09964,69.407,59.88586,Africa
Senegal,SEN,2017,52.0,76.0,64.0,Africa
Senegal,SEN,2018,46.60591,66.22319,65.68582,Africa
Senegal,SEN,2019,46.83367,68.82227,64.02553,Africa
Senegal,SEN,2023,50.35582,69.2685,65.59709,Africa
Serbia,SRB,2003,96.0,99.0,99.0,Europe
Serbia,SRB,2011,98.0,99.0,99.0,Europe
Serbia,SRB,2016,99.0,100.0,100.0,Europe
Serbia,SRB,2019,99.0,100.0,100.0,Europe
Seychelles,SYC,1994,88.0,98.0,99.0,Africa
Seychelles,SYC,2002,92.0,99.0,99.0,Africa
Seychelles,SYC,2010,94.0,99.0,99.0,Africa
Sierra Leone,SLE,2004,35.0,60.0,37.0,Africa
Sierra Leone,SLE,2008,,73.58,41.3,Africa
Sierra Leone,SLE,2013,,79.69,57.34,Africa
Sierra Leone,SLE,2017,44.83318,78.74271,68.66314,Africa
Sierra Leone,SLE,2019,43.57778,78.1976,67.86192,Africa
Singapore,SGP,1990,89.0,99.0,99.0,Asia
Singapore,SGP,2000,93.0,99.0,100.0,Asia
Singapore,SGP,2010,96.0,100.0,100.0,Asia
Singapore,SGP,2011,96.0,100.0,100.0,Asia
Singapore,SGP,2012,96.0,100.0,100.0,Asia
Singapore,SGP,2013,97.0,100.0,100.0,Asia
Singapore,SGP,2014,97.0,100.0,100.0,Asia
Singapore,SGP,2015,97.0,100.0,100.0,Asia
Singapore,SGP,2016,97.0,100.0,100.0,Asia
Singapore,SGP,2017,97.0,100.0,100.0,Asia
Singapore,SGP,2018,97.0,100.0,100.0,Asia
Singapore,SGP,2019,97.0,100.0,100.0,Asia
Singapore,SGP,2020,97.0,100.0,100.0,Asia
Singapore,SGP,2021,98.0,100.0,100.0,Asia
Slovenia,SVN,1991,100.0,100.0,100.0,Europe
Solomon Islands,SLB,1999,77.0,,,
Somalia,SOM,2022,54.0,76.0,65.0,Africa
South Africa,ZAF,1996,82.0,93.0,94.0,Africa
South Africa,ZAF,2007,89.0,97.0,98.0,Africa
South Africa,ZAF,2009,93.0,98.0,99.0,Africa
South Africa,ZAF,2010,93.0,98.0,99.0,Africa
South Africa,ZAF,2011,93.0,98.0,99.0,Africa
South Africa,ZAF,2012,94.0,98.0,99.0,Africa
South Africa,ZAF,2014,94.0,99.0,99.0,Africa
South Africa,ZAF,2015,94.0,99.0,99.0,Africa
South Africa,ZAF,2016,91.73724,95.83106,97.71958,Africa
South Africa,ZAF,2017,87.0,94.0,97.0,Africa
South Africa,ZAF,2019,95.0,98.0,99.0,Africa
South Africa,ZAF,2021,90.0,96.0,97.0,Africa
South Asia (WB),,1990,45.35921,68.20921,45.63503,
South Asia (WB),,1991,46.08564,68.92892,47.24611,
South Asia (WB),,1992,47.08633,70.42248,48.73938,
South Asia (WB),,1993,48.08146,71.8677,50.23563,
South Asia (WB),,1994,48.84938,72.58117,51.90192,
South Asia (WB),,1995,49.64049,73.29805,53.54513,
South Asia (WB),,1996,50.4492,74.01736,55.14931,
South Asia (WB),,1997,51.26017,74.6834,56.55587,
South Asia (WB),,1998,56.07956,78.93805,59.33065,
South Asia (WB),,1999,56.87631,79.58144,61.19646,
South Asia (WB),,2000,57.65058,80.11587,62.95541,
South Asia (WB),,2001,58.41306,80.55457,64.61875,
South Asia (WB),,2002,59.20313,81.07521,66.302,
South Asia (WB),,2003,60.09578,82.17898,67.5551,
South Asia (WB),,2004,60.87617,82.60598,69.19014,
South Asia (WB),,2005,60.67367,84.34488,69.3995,
South Asia (WB),,2006,60.84876,83.2914,70.5399,
South Asia (WB),,2007,61.68392,83.58977,72.24752,
South Asia (WB),,2008,62.5963,84.51249,73.95381,
South Asia (WB),,2009,63.45801,85.06028,75.67667,
South Asia (WB),,2010,66.02896,86.65498,77.2101,
South Asia (WB),,2011,66.62986,86.86274,78.52292,
South Asia (WB),,2012,66.67659,87.20437,79.44468,
South Asia (WB),,2013,67.70576,88.39692,81.3398,
South Asia (WB),,2014,68.45516,88.77747,82.62181,
South Asia (WB),,2015,69.78215,89.4431,84.15232,
South Asia (WB),,2016,71.10578,90.26568,85.64712,
South Asia (WB),,2017,71.66783,90.72693,86.29461,
South Asia (WB),,2018,72.19206,90.6786,86.08996,
South Asia (WB),,2019,71.96603,93.54365,88.6587,
South Asia (WB),,2020,72.68319,93.79383,89.36649,
South Asia (WB),,2021,73.47901,94.11137,90.07337,
South Asia (WB),,2022,74.26527,94.38901,90.81525,
South Asia (WB),,2023,75.00885,94.64723,91.47357,
South Korea,KOR,2008,98.0,100.0,100.0,Asia
South Sudan,SSD,2008,27.0,44.0,30.0,Africa
Spain,ESP,1991,96.0,100.0,100.0,Europe
Spain,ESP,2004,97.0,100.0,100.0,Europe
Spain,ESP,2005,98.0,100.0,100.0,Europe
Spain,ESP,2006,98.0,100.0,99.0,Europe
Spain,ESP,2007,98.0,100.0,100.0,Europe
Spain,ESP,2008,98.0,100.0,100.0,Europe
Spain,ESP,2009,98.0,100.0,100.0,Europe
Spain,ESP,2010,98.0,100.0,100.0,Europe
Spain,ESP,2011,98.0,100.0,100.0,Europe
Spain,ESP,2012,98.0,100.0,100.0,Europe
Spain,ESP,2013,98.0,100.0,100.0,Europe
Spain,ESP,2014,98.0,100.0,100.0,Europe
Spain,ESP,2015,98.0,100.0,100.0,Europe
Spain,ESP,2016,98.0,100.0,100.0,Europe
Spain,ESP,2018,98.0,100.0,100.0,Europe
Spain,ESP,2020,99.0,99.0,100.0,Europe
Spain,ESP,2021,100.0,100.0,100.0,Europe
Sri Lanka,LKA,2001,91.0,95.0,96.0,Asia
Sri Lanka,LKA,2006,91.0,97.0,98.0,Asia
Sri Lanka,LKA,2008,91.0,97.0,99.0,Asia
Sri Lanka,LKA,2010,91.0,98.0,99.0,Asia
Sri Lanka,LKA,2016,92.0,98.0,99.0,Asia
Sri Lanka,LKA,2017,92.0,99.0,99.0,Asia
Sri Lanka,LKA,2018,92.0,99.0,99.0,Asia
Sri Lanka,LKA,2019,92.0,99.0,99.0,Asia
Sri Lanka,LKA,2020,92.0,99.0,99.0,Asia
Sri Lanka,LKA,2021,92.0,99.0,99.0,Asia
Sri Lanka,LKA,2022,92.0,98.0,99.0,Asia
Sri Lanka,LKA,2023,93.0,99.0,99.0,Asia
Sub-Saharan Africa (SDG),,1990,52.11274,72.29014,58.32958,
Sub-Saharan Africa (SDG),,1991,52.47592,72.2987,58.80754,
Sub-Saharan Africa (SDG),,1992,52.97165,72.05907,58.99608,
Sub-Saharan Africa (SDG),,1993,53.5766,72.08115,59.63437,
Sub-Saharan Africa (SDG),,1994,54.20362,72.18253,60.30622,
Sub-Saharan Africa (SDG),,1995,54.63169,71.97712,60.54249,
Sub-Saharan Africa (SDG),,1996,55.26828,71.98382,61.27053,
Sub-Saharan Africa (SDG),,1997,56.09558,72.15557,62.15856,
Sub-Saharan Africa (SDG),,1998,56.75086,72.20642,62.15919,
Sub-Saharan Africa (SDG),,1999,57.59484,72.93401,62.95219,
Sub-Saharan Africa (SDG),,2000,56.3906,71.98056,60.39209,
Sub-Saharan Africa (SDG),,2001,57.14965,72.22311,61.33031,
Sub-Saharan Africa (SDG),,2002,57.85295,74.55391,61.69737,
Sub-Saharan Africa (SDG),,2003,58.36514,74.41884,62.31926,
Sub-Saharan Africa (SDG),,2004,59.04088,74.9079,63.03124,
Sub-Saharan Africa (SDG),,2005,58.71344,74.3745,62.67028,
Sub-Saharan Africa (SDG),,2006,58.41726,74.48927,62.25977,
Sub-Saharan Africa (SDG),,2007,58.17579,74.51744,62.46845,
Sub-Saharan Africa (SDG),,2008,58.48229,74.663,62.84819,
Sub-Saharan Africa (SDG),,2009,58.94138,75.04334,63.27447,
Sub-Saharan Africa (SDG),,2010,59.61513,75.64068,64.61997,
Sub-Saharan Africa (SDG),,2011,61.13006,76.85467,67.16404,
Sub-Saharan Africa (SDG),,2012,62.3788,78.12264,68.71044,
Sub-Saharan Africa (SDG),,2013,63.23391,78.90765,69.77118,
Sub-Saharan Africa (SDG),,2014,63.92325,79.18538,70.63868,
Sub-Saharan Africa (SDG),,2015,64.52015,79.54214,71.49852,
Sub-Saharan Africa (SDG),,2016,65.10612,79.74457,72.37485,
Sub-Saharan Africa (SDG),,2017,65.44503,80.03684,73.19637,
Sub-Saharan Africa (SDG),,2018,67.06734,80.90309,74.63522,
Sub-Saharan Africa (SDG),,2019,67.71821,80.98639,74.99446,
Sub-Saharan Africa (SDG),,2020,67.9072,81.04912,75.18506,
Sub-Saharan Africa (SDG),,2021,67.89861,81.16229,75.56274,
Sub-Saharan Africa (SDG),,2022,68.2313,81.32142,75.94742,
Sub-Saharan Africa (SDG),,2023,68.5022,81.43321,76.2435,
Sub-Saharan Africa (WB),,1990,52.30686,72.71775,58.56817,
Sub-Saharan Africa (WB),,1991,52.65164,72.7188,59.02214,
Sub-Saharan Africa (WB),,1992,53.12544,72.48352,59.19959,
Sub-Saharan Africa (WB),,1993,53.7068,72.50194,59.81377,
Sub-Saharan Africa (WB),,1994,54.30921,72.60356,60.45989,
Sub-Saharan Africa (WB),,1995,54.72155,72.41475,60.68785,
Sub-Saharan Africa (WB),,1996,55.37812,72.45479,61.44891,
Sub-Saharan Africa (WB),,1997,56.21824,72.65162,62.3643,
Sub-Saharan Africa (WB),,1998,56.89161,72.72885,62.42521,
Sub-Saharan Africa (WB),,1999,57.74526,73.44743,63.24683,
Sub-Saharan Africa (WB),,2000,56.62755,72.55322,60.84378,
Sub-Saharan Africa (WB),,2001,57.40014,72.80689,61.80151,
Sub-Saharan Africa (WB),,2002,58.11591,75.05337,62.20535,
Sub-Saharan Africa (WB),,2003,58.6459,74.9335,62.84995,
Sub-Saharan Africa (WB),,2004,59.33332,75.41172,63.58071,
Sub-Saharan Africa (WB),,2005,59.05679,74.91303,63.28228,
Sub-Saharan Africa (WB),,2006,58.16811,74.18462,62.1581,
